,起飞机场坐标,降落机场坐标,飞行路径
2738,"(108.17, 22.61)","(115.76, 23.42)","[[(108.17, 22.61), (108.15, 22.59), (112.48, 23.07), (113.19, 23.02), (113.85, 23.09), (114.03, 22.71), (115.58, 22.87), (115.76, 23.42)], [(108.17, 22.61), (108.15, 22.59), (112.48, 23.07), (113.19, 23.02), (114.03, 22.71), (115.58, 22.87), (115.76, 23.42)]]"
2739,"(113.29, 23.4)","(116.36, 35.3)","[[(113.29, 23.4), (113.42, 24.19), (114.43, 31.32), (116.35, 35.29), (116.36, 35.3)], [(113.29, 23.4), (113.42, 24.19), (114.43, 31.32), (114.48, 33.61), (116.35, 35.29), (116.36, 35.3)]]"
2740,"(119.66, 25.92)","(114.73, 25.83)","[[(119.66, 25.92), (119.39, 25.74), (117.5, 24.14), (114.88, 25.81), (114.73, 25.83)]]"
2741,"(105.64, 38.83)","(106.6, 29.73)","[[(105.64, 38.83), (105.57, 38.76), (105.97, 38.48), (106.41, 38.35), (107.52, 35.25), (107.77, 35.21), (108.09, 33.41), (107.77, 32.17), (107.39, 31.37), (106.76, 30.29), (106.6, 29.73)]]"
2742,"(106.81, 26.55)","(99.1, 25.08)","[[(106.81, 26.55), (106.78, 26.79), (106.38, 27.2), (102.52, 25.08), (99.17, 25.06), (99.1, 25.08)]]"
2743,"(113.29, 23.4)","(118.56, 24.81)","[[(113.29, 23.4), (114.33, 23.65), (114.85, 24.28), (116.44, 24.16), (117.5, 24.14), (118.02, 24.57), (118.56, 24.81)]]"
2744,"(113.35, 22.01)","(110.46, 19.92)","[[(113.35, 22.01), (112.55, 21.86), (111.83, 21.57), (111.06, 20.95), (110.84, 20.5), (110.46, 19.92)], [(113.35, 22.01), (112.55, 21.86), (110.84, 20.5), (110.46, 19.92)], [(113.35, 22.01), (112.55, 21.86), (111.83, 21.57), (110.84, 20.5), (110.46, 19.92)]]"
2745,"(120.43, 30.2)","(107.26, 27.81)","[[(120.43, 30.2), (120.2, 30.12), (119.66, 29.76), (107.14, 26.63), (106.78, 26.79), (106.75, 27.37), (107.24, 27.78), (107.26, 27.81)]]"
2746,"(106.6, 29.73)","(108.84, 29.52)","[[(106.6, 29.73), (108.65, 30.04), (108.72, 29.59), (108.84, 29.52)]]"
2747,"(102.63, 34.83)","(103.94, 30.58)","[[(102.63, 34.83), (102.65, 34.81), (104.27, 33.36), (104.75, 31.1), (103.94, 30.58)]]"
2748,"(114.2, 30.81)","(102.05, 36.53)","[[(114.2, 30.81), (114.5, 31.7), (112.55, 32.92), (109.93, 33.88), (104.11, 36.53), (103.28, 36.94), (102.91, 36.82), (102.05, 36.53)], [(114.2, 30.81), (114.5, 31.7), (112.55, 32.92), (109.93, 33.88), (108.85, 34.22), (108.71, 34.76), (107.69, 35.51), (107.6, 35.8), (104.11, 36.53), (103.28, 36.94), (102.91, 36.82), (102.05, 36.53)], [(114.2, 30.81), (114.5, 31.7), (112.55, 32.92), (109.93, 33.88), (107.69, 35.51), (107.6, 35.8), (104.11, 36.53), (103.28, 36.94), (102.91, 36.82), (102.05, 36.53)], [(114.2, 30.81), (114.5, 31.7), (112.55, 32.92), (109.93, 33.88), (108.85, 34.22), (108.71, 34.76), (104.11, 36.53), (103.28, 36.94), (102.91, 36.82), (102.05, 36.53)]]"
2749,"(102.05, 36.53)","(114.2, 30.81)","[[(102.05, 36.53), (102.87, 36.52), (103.62, 36.54), (104.12, 36.28), (110.86, 33.54), (112.55, 32.92), (114.39, 31.78), (114.2, 30.81)], [(102.05, 36.53), (102.87, 36.52), (103.62, 36.54), (104.12, 36.28), (107.77, 35.21), (110.86, 33.54), (112.55, 32.92), (114.39, 31.78), (114.2, 30.81)], [(102.05, 36.53), (102.87, 36.52), (103.62, 36.54), (104.12, 36.28), (107.77, 35.21), (108.53, 34.6), (110.86, 33.54), (112.55, 32.92), (114.39, 31.78), (114.2, 30.81)]]"
2750,"(113.21, 28.2)","(111.87, 40.82)","[[(113.21, 28.2), (113.64, 29.26), (114.43, 31.32), (112.2, 39.49), (111.87, 40.82)]]"
2751,"(120.04, 29.36)","(120.35, 36.26)","[[(120.04, 29.36), (120.03, 29.33), (120.81, 29.6), (121.22, 30.25), (120.29, 35.98), (120.35, 36.26)]]"
2752,"(107.97, 25.45)","(113.29, 23.4)","[[(107.97, 25.45), (107.96, 25.46), (108.73, 26.01), (112.48, 23.07), (113.29, 23.4)]]"
2753,"(118.83, 31.77)","(113.55, 22.14)","[[(118.83, 31.77), (119.39, 31.2), (113.55, 22.14)]]"
2754,"(113.21, 28.2)","(108.86, 36.14)","[[(113.21, 28.2), (113.13, 27.98), (112.36, 28.01), (112.21, 28.07), (110.41, 29.09), (109.38, 35.78), (109.48, 36.42), (108.86, 36.14)]]"
2755,"(106.98, 23.72)","(113.29, 23.4)","[[(106.98, 23.72), (109.15, 23.76), (112.48, 23.07), (113.29, 23.4)]]"
2756,"(113.75, 34.56)","(110.37, 21.22)","[[(113.75, 34.56), (114.72, 33.21), (114.43, 31.32), (113.69, 29.91), (109.43, 21.58), (110.33, 21.13), (110.37, 21.22)]]"
2757,"(107.63, 35.74)","(113.8, 22.64)","[[(107.63, 35.74), (107.6, 35.8), (107.77, 35.21), (108.09, 33.41), (107.77, 32.17), (107.02, 26.93), (109.03, 26.43), (109.61, 25.77), (113.19, 23.02), (113.48, 22.88), (113.56, 22.53), (113.81, 22.62), (113.8, 22.64)]]"
2758,"(116.7, 40.15)","(114.6, 23.06)","[[(116.7, 40.15), (115.45, 39.76), (112.55, 32.92), (113.64, 32.35), (113.52, 27.65), (113.59, 23.59), (113.85, 23.09), (114.56, 23.05), (114.6, 23.06)]]"
2759,"(120.43, 30.2)","(111.87, 40.82)","[[(120.43, 30.2), (120.46, 30.24), (119.14, 31.64), (117.3, 31.78), (112.2, 39.49), (111.87, 40.82)]]"
2760,"(100.23, 26.71)","(117.21, 36.83)","[[(100.23, 26.71), (100.72, 26.67), (104.29, 28.68), (104.3, 29.93), (104.49, 30.61), (106.06, 31.36), (108.31, 33.32), (109.58, 33.76), (109.93, 33.88), (115.4, 36.56), (117.21, 36.83)], [(100.23, 26.71), (100.72, 26.67), (104.29, 28.68), (104.3, 29.93), (104.49, 30.61), (106.06, 31.36), (109.58, 33.76), (109.93, 33.88), (115.4, 36.56), (117.21, 36.83)]]"
2761,"(106.81, 26.55)","(111.87, 40.82)","[[(106.81, 26.55), (106.78, 26.79), (106.85, 30.2), (108.41, 32.08), (108.86, 33.51), (108.85, 34.22), (109.38, 35.78), (109.97, 40.2), (110.21, 40.42), (111.87, 40.82)], [(106.81, 26.55), (106.78, 26.79), (106.66, 29.05), (106.85, 30.2), (108.41, 32.08), (108.86, 33.51), (108.85, 34.22), (109.38, 35.78), (109.97, 40.2), (110.21, 40.42), (111.87, 40.82)]]"
2762,"(120.43, 30.2)","(118.02, 27.74)","[[(120.43, 30.2), (120.2, 30.12), (119.66, 29.76), (117.55, 28.06), (117.99, 27.68), (118.02, 27.74)]]"
2763,"(104.59, 28.82)","(102.74, 24.96)","[[(104.59, 28.82), (104.28, 26.86), (103.65, 26.18), (102.74, 24.96)]]"
2764,"(123.51, 43.87)","(120.41, 31.51)","[[(123.51, 43.87), (125.85, 43.77), (122.16, 38.69), (121.15, 38.46), (120.37, 36.29), (120.29, 35.98), (120.19, 31.74), (120.32, 31.59), (120.41, 31.51)], [(123.51, 43.87), (125.85, 43.77), (122.16, 38.69), (121.15, 38.46), (120.37, 36.29), (120.29, 35.98), (118.71, 33.47), (120.19, 31.74), (120.32, 31.59), (120.41, 31.51)]]"
2765,"(90.93, 29.3)","(99.66, 27.8)","[[(90.93, 29.3), (91.0, 29.3), (91.76, 29.26), (97.14, 30.52), (99.68, 27.79), (99.66, 27.8)]]"
2766,"(116.36, 35.3)","(113.21, 28.2)","[[(116.36, 35.3), (116.35, 35.29), (114.77, 33.78), (114.43, 31.32), (113.64, 29.26), (113.21, 28.2)]]"
2767,"(106.81, 26.55)","(113.21, 28.2)","[[(106.81, 26.55), (108.37, 26.58), (109.34, 27.33), (112.21, 28.07), (113.21, 28.2)], [(106.81, 26.55), (108.37, 26.58), (112.21, 28.07), (113.21, 28.2)]]"
2768,"(113.29, 23.4)","(111.74, 29.02)","[[(113.29, 23.4), (113.42, 24.19), (112.21, 28.07), (115.81, 40.01), (111.74, 29.02)], [(113.29, 23.4), (113.42, 24.19), (113.39, 28.08), (112.21, 28.07), (115.81, 40.01), (111.74, 29.02)]]"
2769,"(110.37, 21.22)","(106.81, 26.55)","[[(110.37, 21.22), (110.33, 21.13), (107.24, 23.38), (107.42, 25.57), (106.81, 26.55)]]"
2770,"(115.76, 23.42)","(121.81, 31.15)","[[(115.76, 23.42), (116.44, 24.16), (117.5, 24.14), (119.55, 26.22), (120.81, 29.6), (121.33, 29.9), (121.81, 31.15)]]"
2771,"(117.32, 31.75)","(114.7, 38.27)","[[(117.32, 31.75), (117.26, 32.71), (117.2, 33.95), (116.79, 37.22), (116.61, 37.71), (115.82, 37.72), (115.44, 37.96), (114.7, 38.27)]]"
2772,"(114.73, 25.83)","(117.21, 36.83)","[[(114.73, 25.83), (114.88, 25.81), (115.65, 27.76), (117.2, 29.76), (117.3, 31.78), (117.2, 33.95), (117.2, 34.09), (117.21, 36.42), (117.22, 36.83), (117.21, 36.83)]]"
2773,"(121.46, 29.82)","(114.2, 30.81)","[[(121.46, 29.82), (121.33, 29.9), (120.81, 29.6), (119.31, 29.64), (117.48, 28.99), (115.27, 30.44), (114.2, 30.81)], [(121.46, 29.82), (121.33, 29.9), (120.81, 29.6), (119.31, 29.64), (115.27, 30.44), (114.2, 30.81)]]"
2774,"(113.75, 34.56)","(120.41, 31.51)","[[(113.75, 34.56), (114.74, 33.48), (115.44, 32.98), (115.73, 32.88), (117.3, 31.78), (120.32, 31.59), (120.41, 31.51)]]"
2775,"(102.74, 24.96)","(109.46, 21.93)","[[(102.74, 24.96), (103.74, 24.54), (106.65, 23.89), (109.43, 21.58), (109.46, 21.93)]]"
2776,"(119.73, 32.57)","(118.12, 24.52)","[[(119.73, 32.57), (119.76, 32.25), (119.71, 31.94), (119.04, 31.65), (119.39, 25.74), (118.12, 24.52)], [(119.73, 32.57), (119.76, 32.25), (119.71, 31.94), (119.39, 25.74), (118.12, 24.52)]]"
2777,"(114.73, 25.83)","(113.29, 23.4)","[[(114.73, 25.83), (114.88, 25.81), (114.51, 24.31), (114.06, 23.97), (113.29, 23.4)]]"
2778,"(108.6, 34.43)","(89.11, 43.03)","[[(108.6, 34.43), (107.9, 35.35), (107.69, 35.51), (107.6, 35.8), (104.11, 36.53), (102.44, 37.36), (94.87, 40.31), (89.61, 43.99), (89.12, 43.02), (89.11, 43.03)], [(108.6, 34.43), (107.9, 35.35), (107.69, 35.51), (104.11, 36.53), (102.44, 37.36), (94.87, 40.31), (89.61, 43.99), (89.12, 43.02), (89.11, 43.03)]]"
2779,"(122.53, 43.58)","(123.82, 45.56)","[[(122.53, 43.58), (122.2, 43.56), (124.12, 44.56), (123.82, 45.56)]]"
2780,"(113.29, 23.4)","(120.94, 32.08)","[[(113.29, 23.4), (114.33, 23.65), (114.85, 24.28), (120.63, 27.75), (120.81, 29.6), (121.34, 31.12), (121.33, 31.28), (120.96, 31.75), (120.98, 32.1), (120.94, 32.08)]]"
2781,"(109.75, 38.36)","(121.53, 38.96)","[[(109.75, 38.36), (110.66, 37.93), (112.35, 37.77), (112.9, 37.72), (116.57, 39.19), (119.96, 38.66), (120.52, 38.47), (121.53, 38.96)]]"
2782,"(120.04, 29.36)","(102.74, 24.96)","[[(120.04, 29.36), (120.03, 29.33), (119.65, 29.63), (119.31, 29.64), (105.04, 26.37), (103.9, 25.97), (102.74, 24.96)]]"
2783,"(109.4, 24.22)","(119.66, 25.92)","[[(109.4, 24.22), (109.39, 24.2), (109.15, 23.76), (113.19, 23.02), (113.85, 23.09), (114.03, 22.71), (116.36, 22.95), (119.39, 25.74), (119.66, 25.92)]]"
2784,"(123.48, 41.53)","(125.15, 46.76)","[[(123.48, 41.53), (124.01, 42.63), (123.08, 44.81), (125.13, 46.77), (125.15, 46.76)]]"
2785,"(109.75, 38.36)","(116.7, 40.15)","[[(109.75, 38.36), (109.67, 38.74), (109.97, 40.2), (110.46, 40.64), (115.53, 40.43), (116.7, 40.15)]]"
2786,"(110.37, 21.22)","(106.6, 29.73)","[[(110.37, 21.22), (110.33, 21.13), (109.7, 21.02), (109.43, 21.58), (107.24, 23.38), (106.79, 26.52), (106.66, 29.05), (106.6, 29.73)], [(110.37, 21.22), (110.33, 21.13), (109.43, 21.58), (107.24, 23.38), (106.79, 26.52), (106.66, 29.05), (106.6, 29.73)]]"
2787,"(122.21, 37.2)","(123.26, 42.84)","[[(122.21, 37.2), (122.23, 37.18), (122.65, 38.1), (122.45, 38.25), (122.62, 39.27), (129.45, 42.88), (123.26, 42.84)], [(122.21, 37.2), (122.23, 37.18), (122.65, 38.1), (122.45, 38.25), (122.62, 39.27), (124.6, 41.98), (129.45, 42.88), (123.26, 42.84)], [(122.21, 37.2), (122.23, 37.18), (122.65, 38.1), (122.45, 38.25), (124.6, 41.98), (129.45, 42.88), (123.26, 42.84)]]"
2788,"(121.81, 31.15)","(115.93, 28.86)","[[(121.81, 31.15), (120.43, 30.9), (119.66, 29.76), (117.48, 28.99), (117.18, 29.34), (116.65, 29.39), (115.91, 28.89), (115.93, 28.86)]]"
2789,"(117.32, 31.75)","(115.76, 23.42)","[[(117.32, 31.75), (117.28, 31.25), (117.5, 24.14), (116.44, 24.16), (115.76, 23.42)], [(117.32, 31.75), (117.28, 31.25), (118.02, 24.57), (117.5, 24.14), (116.44, 24.16), (115.76, 23.42)]]"
2790,"(113.35, 22.01)","(113.75, 34.56)","[[(113.35, 22.01), (113.61, 22.25), (113.42, 24.19), (114.43, 31.32), (114.45, 33.29), (113.75, 34.56)], [(113.35, 22.01), (113.61, 22.25), (113.75, 34.56)]]"
2791,"(120.41, 31.51)","(110.51, 35.0)","[[(120.41, 31.51), (120.32, 31.59), (117.3, 31.78), (114.65, 33.66), (112.45, 34.11), (112.4, 34.74), (111.03, 35.12), (110.51, 35.0)]]"
2792,"(111.74, 29.02)","(113.29, 23.4)","[[(111.74, 29.02), (115.81, 40.01), (112.21, 28.07), (114.0, 26.02), (113.68, 24.16), (113.29, 23.4)], [(111.74, 29.02), (115.81, 40.01), (113.68, 24.16), (113.29, 23.4)], [(111.74, 29.02), (115.81, 40.01), (112.21, 28.07), (113.39, 28.08), (113.68, 24.16), (113.29, 23.4)], [(111.74, 29.02), (115.81, 40.01), (112.21, 28.07), (113.39, 28.08), (114.0, 26.02), (113.68, 24.16), (113.29, 23.4)]]"
2793,"(103.61, 36.51)","(106.82, 39.71)","[[(103.61, 36.51), (104.61, 37.21), (105.13, 37.57), (106.41, 38.35), (107.45, 38.95), (106.8, 39.79), (106.82, 39.71)]]"
2794,"(106.81, 26.55)","(107.97, 25.45)","[[(106.81, 26.55), (107.88, 26.23), (107.96, 25.46), (107.97, 25.45)]]"
2795,"(109.4, 24.22)","(108.6, 34.43)","[[(109.4, 24.22), (109.39, 24.2), (110.02, 25.01), (109.61, 25.77), (109.93, 33.88), (108.6, 34.43)]]"
2796,"(113.21, 28.2)","(118.4, 35.07)","[[(113.21, 28.2), (113.64, 29.26), (113.69, 29.91), (117.3, 31.78), (117.55, 34.06), (117.98, 26.54), (117.8, 34.84), (118.4, 35.07)]]"
2797,"(112.41, 34.61)","(105.41, 28.87)","[[(112.41, 34.61), (112.4, 34.74), (109.93, 33.88), (109.58, 33.76), (108.31, 33.32), (107.93, 33.26), (107.5, 32.81), (104.75, 31.1), (104.68, 30.12), (105.07, 29.11), (105.41, 28.87)]]"
2798,"(123.48, 41.53)","(115.93, 28.86)","[[(123.48, 41.53), (121.18, 41.58), (120.43, 41.54), (117.44, 41.03), (117.0, 37.3), (116.92, 36.73), (117.2, 33.95), (117.3, 31.78), (117.18, 29.34), (116.65, 29.39), (115.91, 28.89), (115.93, 28.86)], [(123.48, 41.53), (121.18, 41.58), (120.43, 41.54), (117.44, 41.03), (117.0, 37.3), (116.92, 36.73), (117.2, 33.95), (117.18, 29.34), (116.65, 29.39), (115.91, 28.89), (115.93, 28.86)]]"
2799,"(109.98, 40.55)","(123.48, 41.53)","[[(109.98, 40.55), (110.0, 40.56), (109.97, 40.42), (111.87, 40.4), (111.9, 40.73), (113.15, 41.84), (118.25, 42.18), (120.43, 41.54), (121.18, 41.58), (123.48, 41.53)]]"
2800,"(115.93, 28.86)","(110.05, 25.2)","[[(115.93, 28.86), (115.91, 28.89), (115.52, 28.38), (112.21, 28.07), (110.48, 25.56), (110.05, 25.2)]]"
2801,"(106.6, 29.73)","(103.61, 36.51)","[[(106.6, 29.73), (107.05, 30.45), (104.49, 30.61), (104.15, 35.78), (103.61, 36.51)], [(106.6, 29.73), (107.05, 30.45), (106.19, 30.81), (104.49, 30.61), (104.15, 35.78), (103.61, 36.51)]]"
2802,"(121.53, 38.96)","(123.28, 47.42)","[[(121.53, 38.96), (122.33, 38.9), (126.26, 45.63), (130.46, 46.84), (123.28, 47.42)], [(121.53, 38.96), (122.33, 38.9), (124.16, 41.41), (126.26, 45.63), (130.46, 46.84), (123.28, 47.42)]]"
2803,"(118.12, 24.52)","(119.73, 32.57)","[[(118.12, 24.52), (119.39, 25.74), (120.15, 30.48), (119.71, 31.94), (119.76, 32.25), (119.73, 32.57)], [(118.12, 24.52), (119.39, 25.74), (120.17, 30.3), (120.15, 30.48), (119.11, 31.68), (119.71, 31.94), (119.76, 32.25), (119.73, 32.57)]]"
2804,"(121.36, 37.4)","(118.4, 35.07)","[[(121.36, 37.4), (120.92, 37.21), (120.63, 36.93), (120.29, 35.98), (119.47, 35.18), (118.41, 35.05), (118.4, 35.07)]]"
2805,"(118.4, 35.07)","(113.21, 28.2)","[[(118.4, 35.07), (117.8, 34.84), (117.98, 26.54), (117.55, 34.06), (117.3, 31.78), (115.27, 30.44), (114.13, 30.66), (113.69, 29.91), (113.64, 29.26), (113.21, 28.2)]]"
2806,"(113.21, 28.2)","(116.36, 35.3)","[[(113.21, 28.2), (113.64, 29.26), (114.43, 31.32), (114.48, 33.61), (116.35, 35.29), (116.36, 35.3)]]"
2807,"(114.73, 25.83)","(113.35, 22.01)","[[(114.73, 25.83), (114.88, 25.81), (114.51, 24.31), (113.95, 24.11), (113.19, 23.02), (113.47, 22.22), (113.35, 22.01)]]"
2808,"(76.06, 39.54)","(103.94, 30.58)","[[(76.06, 39.54), (76.02, 39.54), (77.07, 38.22), (94.69, 40.1), (103.62, 36.54), (104.12, 36.28), (104.27, 33.36), (104.75, 31.1), (103.94, 30.58)], [(76.06, 39.54), (76.02, 39.54), (77.07, 38.22), (94.69, 40.1), (103.62, 36.54), (104.12, 36.28), (107.77, 35.21), (103.94, 30.58)]]"
2809,"(110.47, 29.1)","(121.36, 37.4)","[[(110.47, 29.1), (110.41, 29.09), (111.65, 29.35), (114.2, 30.78), (118.1, 31.72), (118.81, 31.99), (118.58, 32.67), (118.71, 33.47), (120.29, 35.98), (120.63, 36.93), (120.92, 37.21), (121.36, 37.4)]]"
2810,"(113.8, 22.64)","(118.56, 24.81)","[[(113.8, 22.64), (114.03, 22.71), (116.36, 22.95), (118.02, 24.57), (118.56, 24.81)]]"
2811,"(121.46, 29.82)","(106.6, 29.73)","[[(121.46, 29.82), (121.33, 29.9), (120.81, 29.6), (119.31, 29.64), (112.21, 28.07), (110.41, 29.09), (108.65, 30.04), (106.6, 29.73)], [(121.46, 29.82), (121.33, 29.9), (120.81, 29.6), (110.41, 29.09), (108.65, 30.04), (106.6, 29.73)]]"
2812,"(114.6, 23.06)","(120.43, 30.2)","[[(114.6, 23.06), (114.56, 23.05), (114.14, 23.13), (114.02, 23.29), (114.88, 25.81), (119.66, 29.76), (120.2, 30.12), (120.43, 30.2)]]"
2813,"(106.98, 23.72)","(110.46, 19.92)","[[(106.98, 23.72), (108.15, 22.59), (109.43, 21.58), (110.14, 20.01), (110.46, 19.92)]]"
2814,"(94.96, 36.41)","(108.6, 34.43)","[[(94.96, 36.41), (94.74, 36.4), (103.62, 36.54), (104.12, 36.28), (107.77, 35.21), (108.6, 34.43)]]"
2815,"(116.7, 40.15)","(115.73, 32.8)","[[(116.7, 40.15), (115.45, 39.76), (113.82, 38.34), (115.73, 32.88), (115.73, 32.8)]]"
2816,"(109.4, 18.3)","(114.6, 23.06)","[[(109.4, 18.3), (109.4, 18.49), (110.14, 20.01), (110.23, 20.3), (110.33, 21.13), (112.48, 23.07), (113.19, 23.02), (113.85, 23.09), (114.56, 23.05), (114.6, 23.06)]]"
2817,"(110.37, 21.22)","(109.4, 18.3)","[[(110.37, 21.22), (110.33, 21.13), (110.23, 20.3), (110.14, 20.01), (109.4, 18.49), (109.4, 18.3)]]"
2818,"(104.72, 31.41)","(109.4, 18.3)","[[(104.72, 31.41), (104.73, 31.43), (104.37, 31.43), (106.79, 26.52), (109.43, 21.58), (110.14, 20.01), (109.4, 18.49), (109.4, 18.3)], [(104.72, 31.41), (104.73, 31.43), (104.37, 31.43), (106.79, 26.52), (108.1, 24.3), (107.58, 23.08), (109.43, 21.58), (109.4, 18.49), (109.4, 18.3)], [(104.72, 31.41), (104.73, 31.43), (104.37, 31.43), (106.79, 26.52), (109.43, 21.58), (109.4, 18.49), (109.4, 18.3)]]"
2819,"(113.29, 23.4)","(107.26, 27.81)","[[(113.29, 23.4), (113.42, 24.19), (109.61, 25.77), (108.4, 26.1), (106.78, 26.79), (106.75, 27.37), (107.24, 27.78), (107.26, 27.81)]]"
2820,"(118.12, 24.52)","(121.36, 37.4)","[[(118.12, 24.52), (119.39, 25.74), (119.55, 26.22), (120.63, 27.75), (121.83, 28.0), (122.45, 31.45), (120.29, 35.98), (120.63, 36.93), (120.92, 37.21), (121.36, 37.4)]]"
2821,"(121.36, 37.4)","(111.87, 40.82)","[[(121.36, 37.4), (120.54, 37.65), (119.53, 38.11), (117.37, 39.08), (116.57, 39.19), (112.59, 37.87), (112.2, 39.49), (111.87, 40.82)], [(121.36, 37.4), (120.54, 37.65), (119.53, 38.11), (117.37, 39.08), (116.57, 39.19), (112.59, 37.87), (111.87, 40.82)]]"
2822,"(117.39, 39.18)","(120.04, 29.36)","[[(117.39, 39.18), (116.67, 38.64), (117.22, 36.83), (117.21, 36.42), (118.0, 34.28), (119.65, 29.63), (120.03, 29.33), (120.04, 29.36)], [(117.39, 39.18), (116.67, 38.64), (117.21, 36.42), (118.0, 34.28), (119.65, 29.63), (120.03, 29.33), (120.04, 29.36)]]"
2823,"(121.32, 31.2)","(110.37, 21.22)","[[(121.32, 31.2), (120.43, 30.9), (114.88, 25.81), (113.86, 23.51), (113.56, 22.53), (113.47, 22.22), (110.33, 21.13), (110.37, 21.22)]]"
2824,"(121.53, 38.96)","(118.4, 35.07)","[[(121.53, 38.96), (120.72, 38.25), (120.37, 36.29), (120.29, 35.98), (119.47, 35.18), (118.41, 35.05), (118.4, 35.07)]]"
2825,"(108.6, 34.43)","(109.4, 24.22)","[[(108.6, 34.43), (108.31, 33.32), (107.02, 26.93), (109.03, 26.43), (109.61, 25.77), (110.02, 25.01), (109.39, 24.2), (109.4, 24.22)]]"
2826,"(102.05, 36.53)","(113.8, 22.64)","[[(102.05, 36.53), (102.87, 36.52), (103.62, 36.54), (104.12, 36.28), (104.27, 33.36), (104.68, 30.12), (106.79, 26.52), (108.16, 23.82), (113.19, 23.02), (113.48, 22.88), (113.56, 22.53), (113.81, 22.62), (113.8, 22.64)]]"
2827,"(119.73, 32.57)","(115.76, 23.42)","[[(119.73, 32.57), (119.76, 32.25), (119.71, 31.94), (119.04, 31.65), (117.5, 24.14), (116.44, 24.16), (115.76, 23.42)]]"
2828,"(110.46, 19.92)","(107.44, 31.1)","[[(110.46, 19.92), (110.29, 20.5), (110.33, 21.13), (106.79, 26.52), (106.66, 29.05), (106.85, 30.2), (107.44, 31.16), (107.44, 31.1)]]"
2829,"(120.04, 29.36)","(113.75, 34.56)","[[(120.04, 29.36), (120.03, 29.33), (119.65, 29.63), (119.31, 29.64), (115.73, 32.88), (114.76, 33.7), (113.75, 34.56)], [(120.04, 29.36), (120.03, 29.33), (119.65, 29.63), (119.31, 29.64), (114.76, 33.7), (113.75, 34.56)], [(120.04, 29.36), (120.03, 29.33), (119.65, 29.63), (119.31, 29.64), (117.3, 31.78), (115.73, 32.88), (114.76, 33.7), (113.75, 34.56)], [(120.04, 29.36), (120.03, 29.33), (119.65, 29.63), (119.31, 29.64), (117.3, 28.92), (117.3, 31.78), (115.73, 32.88), (114.76, 33.7), (113.75, 34.56)]]"
2830,"(121.32, 31.2)","(100.23, 26.71)","[[(121.32, 31.2), (120.43, 30.9), (119.66, 29.76), (107.14, 26.63), (106.38, 27.2), (105.03, 26.64), (104.28, 26.86), (101.8, 26.53), (100.72, 26.67), (100.23, 26.71)]]"
2831,"(119.14, 33.79)","(113.29, 23.4)","[[(119.14, 33.79), (119.11, 33.77), (118.71, 33.47), (118.58, 32.67), (118.81, 31.99), (118.1, 31.72), (117.58, 31.61), (115.83, 29.1), (115.91, 28.89), (115.65, 27.76), (114.51, 24.31), (114.06, 23.97), (113.29, 23.4)]]"
2832,"(113.8, 22.64)","(112.41, 34.61)","[[(113.8, 22.64), (113.74, 22.92), (113.52, 23.41), (113.42, 24.19), (113.64, 32.35), (112.55, 32.92), (112.4, 34.74), (112.41, 34.61)]]"
2833,"(113.21, 28.2)","(106.98, 23.72)","[[(113.21, 28.2), (112.15, 27.98), (109.15, 23.76), (106.98, 23.72)]]"
2834,"(113.8, 22.64)","(94.34, 29.31)","[[(113.8, 22.64), (113.74, 22.92), (113.52, 23.41), (113.42, 24.19), (110.78, 24.67), (108.4, 26.1), (105.42, 28.17), (104.3, 29.93), (103.91, 30.5), (103.69, 30.65), (94.2, 30.51), (93.94, 29.9), (94.46, 29.43), (94.34, 29.31)], [(113.8, 22.64), (113.74, 22.92), (113.52, 23.41), (113.42, 24.19), (110.78, 24.67), (108.4, 26.1), (105.42, 28.17), (104.3, 29.93), (103.91, 30.5), (103.69, 30.65), (93.94, 29.9), (94.46, 29.43), (94.34, 29.31)]]"
2835,"(113.21, 28.2)","(106.81, 26.55)","[[(113.21, 28.2), (112.15, 27.98), (111.6, 27.92), (109.34, 27.33), (107.99, 26.97), (106.81, 26.55)]]"
2836,"(114.7, 38.27)","(109.4, 18.3)","[[(114.7, 38.27), (114.04, 38.42), (112.59, 37.87), (113.12, 36.24), (111.59, 27.17), (109.43, 21.58), (109.4, 18.49), (109.4, 18.3)], [(114.7, 38.27), (114.04, 38.42), (112.59, 37.87), (111.59, 27.17), (109.43, 21.58), (109.4, 18.49), (109.4, 18.3)]]"
2837,"(120.94, 32.08)","(113.29, 23.4)","[[(120.94, 32.08), (120.98, 32.1), (120.96, 31.75), (121.33, 31.28), (121.34, 31.12), (114.88, 25.81), (114.51, 24.31), (114.06, 23.97), (113.29, 23.4)]]"
2838,"(109.87, 39.51)","(102.05, 36.53)","[[(109.87, 39.51), (108.84, 39.25), (108.1, 39.27), (107.64, 39.28), (106.11, 38.43), (104.08, 37.2), (102.91, 36.82), (102.05, 36.53)]]"
2839,"(118.83, 31.77)","(109.75, 38.36)","[[(118.83, 31.77), (118.09, 31.79), (117.3, 31.78), (112.62, 37.75), (112.35, 37.77), (110.66, 37.93), (109.75, 38.36)]]"
2840,"(110.05, 25.2)","(100.96, 21.95)","[[(110.05, 25.2), (110.06, 25.41), (109.61, 25.77), (108.4, 26.1), (107.14, 26.63), (103.61, 25.53), (102.52, 25.08), (100.97, 22.72), (100.96, 21.95)]]"
